lat,lng,atclCfmYmd,atclNm,market_price,year,household_count,subway_line,subway_name,subway_distance,spc2,atclFetrDesc,tagList,현관구조,parking_per_household,min_floor,max_floor,direction,rooms,bath_rooms,location,atclNo,dates
37.66662,127.03988,24.09.06.,거성학마을,30000,1994,347,1호선,방학역,659.0,59.99,"방학역세권,올수리해줌.발코니3,지하2층주차장,모든대출가능","['25년이상', '융자금없는', '올수리', '방세개']",계단식,1,7,17,동향,3,1,https://map.kakao.com/?q=서울시 도봉구 방학동 701-15&service=opensearch,https://fin.land.naver.com/articles/2444219312,['24.09.06.']
37.65332,127.03845,24.09.06.,창동주공1단지,29000,1990,808,1호선,창동역,772.0,59.39,밝은고 조용한 1 층   샷시포함수리된집 입주협의,"['25년이상', '1층', '방세개', '화장실한개']",복도식,0.76,1,15,남향,3,1,https://map.kakao.com/?q=서울시 도봉구 창동 305&service=opensearch,https://fin.land.naver.com/articles/2444117835,['24.09.06.']
37.65514,127.03146,24.09.06.,쌍문미라보,28000,1995,142,,,,59.96,"숲세권 ,햇살좋은 1층 내부컨디션 좋음 지하주차장 좋습니다.","['25년이상', '1층', '방세개', '화장실한개']",계단식,0.92,1,15,남동향,3,1,https://map.kakao.com/?q=서울시 도봉구 쌍문동 160&service=opensearch,https://fin.land.naver.com/articles/2444094136,['24.09.06.']
37.655773,127.032693,24.09.06.,한양5차,30000,1991,414,,,,65.37,"추천,전체특올수리하고,첫입주,학군굿,지하주차유,앞트임,주거환경좋움","['25년이상', '올수리', '1층', '방세개']",복도식,0.68,1,17,남향,3,1,https://map.kakao.com/?q=서울시 도봉구 쌍문동 59-3&service=opensearch,https://fin.land.naver.com/articles/2444098462,['24.09.06.']
37.655773,127.032693,24.09.06.,한양5차,30000,1991,414,,,,65.37,내부 깨끗이 수리 해드리며 입주 협의 가능합니다.,"['25년이상', '1층', '방세개', '화장실한개']",복도식,0.68,1,17,남향,3,1,https://map.kakao.com/?q=서울시 도봉구 쌍문동 59-3&service=opensearch,https://fin.land.naver.com/articles/2444167089,['24.09.06.']
37.64202,127.01302,24.09.06.,극동,36000,1992,574,우이신설,가오리역,562.0,84.99,"저층이지만 앞이 트인 남향,입주일 조정 됩니다.","['25년이상', '융자금없는', '역세권', '방세개']",계단식,1,2,10,남향,3,2,https://map.kakao.com/?q=서울시 강북구 수유동 553-61&service=opensearch,https://fin.land.naver.com/articles/2444093041,['24.09.06.']
37.374276,127.14113,24.09.06.,효자촌대명,34000,1995,144,,,,58.95,샷시포함 특  올수리  오래거주가능,"['25년이상', '올수리', '1층', '방세개']",계단식,0.59,1,4,남동향,3,1,https://map.kakao.com/?q=경기도 성남시 분당구 서현동 323&service=opensearch,https://fin.land.naver.com/articles/2444110892,['24.09.06.']
37.674619,127.051175,24.09.06.,상계대림(1301),32000,2002,230,7호선,수락산역,629.0,55.77,깔끔하게올수리된 방3욕1 구조로 12월말입주가능합니다,"['25년이내', '올수리', '방세개', '화장실한개']",복도식,1.1,6,16,동향,3,1,https://map.kakao.com/?q=서울시 노원구 상계동 1301&service=opensearch,https://fin.land.naver.com/articles/2444248155,['24.09.06.']
37.30327,127.09629,24.09.06.,성호샤인힐즈,35000,2005,777,,,,84.98,올수리공사완료후 입주 융자무 숲세권,"['25년이내', '융자금적은', '올수리', '1층']",계단식,1.2,1,10,남동향,3,2,https://map.kakao.com/?q=경기도 용인시 기흥구 보정동 878-22&service=opensearch,https://fin.land.naver.com/articles/2444220750,['24.09.06.']
37.62683,127.03046,24.09.07.,미아신구,37000,2000,105,4호선,미아역,508.0,84.9,"올수리 해서 깨끗한 미아신구아파트  , 미아역도보7분","['25년이내', '융자금없는', '올수리']",계단식,1,2,12,남동향,3,2,https://map.kakao.com/?q=서울시 강북구 미아동 1352&service=opensearch,https://fin.land.naver.com/articles/2444351665,['24.09.07.']
37.328278,127.093213,24.09.07.,동부,33000,1995,612,신분당,수지구청역,735.0,59.61,B 방3 화1｜로얄동｜ 우수학군｜수지구청역 도보,"['25년이상', '방세개', '화장실한개', '저층']",계단식,0.5,4,17,남동향,3,1,https://map.kakao.com/?q=경기도 용인시 수지구 풍덕천동 691&service=opensearch,https://fin.land.naver.com/articles/2444298621,['24.09.07.']
37.65756,127.04949,24.09.07.,동아청솔,36000,1997,1981,1호선,창동역,701.0,59.76,"즉시입주 가능, 부분수리, 방3, 창동역 5분","['25년이상', '대단지', '방세개', '화장실한개']",복도식,1.16,3,20,동향,3,1,https://map.kakao.com/?q=서울시 도봉구 창동 808&service=opensearch,https://fin.land.naver.com/articles/2444376228,['24.09.07.']
37.6461,127.06487,24.09.07.,건영2차,35000,1991,742,7호선,중계역,273.0,75.02,"상태양호, 7호선중계역 3분, 학군우수,편의시설인접,투자추천","['25년이상', '역세권', '1층', '방세개']",계단식,0.7,1,14,남향,3,1,https://map.kakao.com/?q=서울시 노원구 중계동 515-2&service=opensearch,https://fin.land.naver.com/articles/2444273422,['24.09.07.']
37.677993,127.052833,24.09.07.,두산,29000,1994,763,7호선,수락산역,243.0,59.97,T 02 951 7272 시원한 수락산 편리한 교통여건,"['25년이상', '융자금없는', '역세권']",복도식,0.63,5,15,남향,3,1,https://map.kakao.com/?q=서울시 노원구 상계동 1110&service=opensearch,https://fin.land.naver.com/articles/2444258122,['24.09.07.']
37.312708,127.092158,24.09.07.,진산마을성원상떼빌,37000,1997,1744,,,,59.99,"수리,깨끗,공실로 언제든 입주가능, 초중우수학군,생활권편리","['25년이상', '대단지', '방세개', '화장실한개']",계단식,0.99,5,20,남동향,3,1,https://map.kakao.com/?q=경기도 용인시 수지구 상현동 30&service=opensearch,https://fin.land.naver.com/articles/2444246970,['24.09.07.']
37.660735,127.050082,24.09.07.,창동성원,37000,2001,194,,,,59.75,"올수리,깨끗, 빠른입주가능,융무,대출가능","['25년이내', '올수리', '방세개', '화장실한개']",계단식,1.12,6,17,남향,3,1,https://map.kakao.com/?q=서울시 도봉구 창동 743-15&service=opensearch,https://fin.land.naver.com/articles/2444301359,['24.09.07.']
37.64479,127.083589,24.09.07.,현대6차,28000,1999,453,,,,59.84,수리깨끗 남향 아이키우기좋은집 주차편리 입주협의,"['25년이상', '1층', '방세개', '화장실한개']",복도식,1,1,15,남향,3,1,https://map.kakao.com/?q=서울시 노원구 중계동 34-5&service=opensearch,https://fin.land.naver.com/articles/2444361353,['24.09.07.']
37.68706,127.04708,24.09.07.,도봉한신,35000,1995,2678,7호선,도봉산역,425.0,84.94,정상 조용함 깨끗함.,"['25년이상', '융자금없는', '역세권', '대단지']",계단식,1,5,17,남향,3,2,https://map.kakao.com/?q=서울시 도봉구 도봉동 30-1&service=opensearch,https://fin.land.naver.com/articles/2444371630,['24.09.07.']
37.51078,126.8502,24.09.07.,신트리4단지,36000,2000,845,,,,59.73,"아이키우기 좋은집,확장올수리,폴딩도어,화장실 수리해줌","['25년이내', '올수리', '1층', '욕실수리']",복도식,0.59,1,15,서향,3,1,https://map.kakao.com/?q=서울시 양천구 신정동 1277&service=opensearch,https://fin.land.naver.com/articles/2444268071,['24.09.07.']
37.684119,127.050397,24.09.07.,도봉파크빌2단지,35000,2002,139,7호선,도봉산역,741.0,84.35,"빠른날짜도 가능.전망좋은 남서향,저렴한전세","['25년이내', '방세개', '화장실두개', '중층']",계단식,1.13,7,20,남서향,3,2,https://map.kakao.com/?q=서울시 도봉구 도봉동 647&service=opensearch,https://fin.land.naver.com/articles/2444359789,['24.09.07.']
37.679812,127.045996,24.09.07.,래미안도봉,35000,2005,448,1호선,도봉역,268.0,59.25,급전세 도봉역접 욕실2 즉시입주 수리깨끗 입니다,"['25년이내', '융자금없는', '역세권', '방세개']",계단식,1.09,저,18,남동향,3,2,https://map.kakao.com/?q=서울시 도봉구 도봉동 655&service=opensearch,https://fin.land.naver.com/articles/2444284262,['24.09.07.']
37.60264,126.95106,24.09.07.,극동,34000,1995,488,,,,84.92,"북한산 숲 조망권 아파트 전세, 빠른 입주 협의 가능","['25년이상', '화장실두개', '방세개']",계단식,0.71,2,16,동향,3,2,https://map.kakao.com/?q=서울시 서대문구 홍은동 454&service=opensearch,https://fin.land.naver.com/articles/2444304078,['24.09.07.']
37.569632,126.815865,24.09.07.,신동아,37000,1995,224,9호선,신방화역,275.0,59.4,방3 올수리 깨끗,"['25년이상', '올수리', '역세권']",복도식,0.66,1,15,동향,3,1,https://map.kakao.com/?q=서울시 강서구 방화동 796&service=opensearch,https://fin.land.naver.com/articles/2444313195,['24.09.07.']
37.51078,126.8502,24.09.07.,신트리4단지,36000,2000,845,,,,59.73,25. 폴딩 도어 등 확장 올수리,"['25년이내', '융자금없는', '올수리', '1층']",복도식,1,1,15,남서향,3,1,https://map.kakao.com/?q=서울시 양천구 신정동 1277&service=opensearch,https://fin.land.naver.com/articles/2444331675,['24.09.07.']
